2025-01-09 20:07:18 [main] INFO  org.testng.internal.Utils - [Utils] MethodGroupsHelper.collectMethodsByGroup() took 13 ms.
2025-01-09 20:07:19 [main] INFO  org.testng.internal.Utils - [Utils] MethodGroupsHelper.collectMethodsByGroup() took 0 ms.
2025-01-09 20:07:19 [main] INFO  org.testng.internal.Utils - [Utils] MethodGroupsHelper.sortMethods() took 0 ms.
2025-01-09 20:07:19 [main] INFO  org.testng.internal.Utils - [Utils] MethodGroupsHelper.collectMethodsByGroup() took 0 ms.
2025-01-09 20:07:19 [main] INFO  org.testng.internal.Utils - [Utils] MethodGroupsHelper.sortMethods() took 0 ms.
2025-01-09 20:07:19 [main] INFO  org.testng.internal.Utils - [Utils] MethodGroupsHelper.collectMethodsByGroup() took 1 ms.
2025-01-09 20:07:19 [main] INFO  org.testng.internal.Utils - [Utils] MethodGroupsHelper.sortMethods() took 1 ms.
2025-01-09 20:07:19 [main] INFO  org.testng.internal.Utils - [Utils] MethodGroupsHelper.collectMethodsByGroup() took 0 ms.
2025-01-09 20:07:19 [main] INFO  org.testng.internal.Utils - [Utils] MethodGroupsHelper.sortMethods() took 0 ms.
2025-01-09 20:07:19 [main] INFO  org.testng.internal.Utils - [Utils] MethodGroupsHelper.collectMethodsByGroup() took 3 ms.
2025-01-09 20:07:19 [main] INFO  org.testng.internal.Utils - [Utils] MethodGroupsHelper.sortMethods() took 0 ms.
2025-01-09 20:07:19 [main] INFO  org.testng.internal.Utils - [Utils] MethodGroupsHelper.collectMethodsByGroup() took 0 ms.
2025-01-09 20:07:19 [main] INFO  org.testng.internal.Utils - [Utils] MethodGroupsHelper.sortMethods() took 0 ms.
2025-01-09 20:07:19 [main] INFO  org.testng.internal.Utils - [Utils] MethodGroupsHelper.collectMethodsByGroup() took 0 ms.
2025-01-09 20:07:19 [main] INFO  org.testng.internal.Utils - [Utils] MethodGroupsHelper.sortMethods() took 0 ms.
2025-01-09 20:07:19 [main] INFO  org.testng.internal.Utils - [TestNG] Running:
  C:\Users\TechnoQA1\AppData\Local\Temp\testng-eclipse-781000742\testng-customsuite.xml

2025-01-09 20:07:19 [main] INFO  tests.logintest.SignUpTest - Starting test suite...
2025-01-09 20:07:19 [main] INFO  tests.logintest.SignUpTest - Detected browser: chrome
2025-01-09 20:07:22 [main] INFO  tests.logintest.SignUpTest - Chrome browser initialized.
2025-01-09 20:07:22 [main] INFO  tests.logintest.SignUpTest - Chrome browser setup completed.
2025-01-09 20:07:22 [main] INFO  tests.logintest.SignUpTest - Browser window maximized and cookies deleted.
2025-01-09 20:07:22 [main] INFO  tests.logintest.SignUpTest - Launching URL: https://glovbox.com.au
2025-01-09 20:07:23 [main] INFO  tests.logintest.SignUpTest - URL launched: https://glovbox.com.au
2025-01-09 20:07:23 [main] INFO  tests.logintest.SignUpTest - Test suite initialized successfully.
2025-01-09 20:07:23 [main] INFO  org.testng.internal.Utils - [Utils] DynamicGraphHelper.createDynamicGraph() took 13 ms.
2025-01-09 20:07:42 [main] INFO  org.testng.internal.Utils - [TestNG] Time taken by org.testng.reporters.jq.Main@71870da7: 92 ms
2025-01-09 20:07:42 [main] INFO  org.testng.internal.Utils - [TestNG] Time taken by org.testng.reporters.FailedReporter@6dd91637: 0 ms
2025-01-09 20:07:42 [main] INFO  org.testng.internal.Utils - [TestNG] Time taken by org.testng.reporters.XMLReporter@2e380628: 9 ms
2025-01-09 20:07:42 [main] INFO  org.testng.internal.Utils - [TestNG] Time taken by org.testng.reporters.EmailableReporter2@5f303ecd: 8 ms
2025-01-09 20:07:42 [main] INFO  org.testng.internal.Utils - [TestNG] Time taken by org.testng.reporters.JUnitReportReporter@260f2144: 7 ms
2025-01-09 20:07:42 [main] INFO  org.testng.internal.Utils - [TestNG] Time taken by org.testng.internal.ExitCodeListener@3c017078: 0 ms
